rank,entropy_bits,sequence
136,9.833578,caret sinal
137,9.831586,tinea solar
138,9.831586,solar tinea
139,9.827153,silen carts
140,9.827153,carts silen
141,9.826007,silen ratos
142,9.826007,salon rites
143,9.826007,rites salon
144,9.826007,ratos silen
145,9.825339,tiros senal
146,9.825339,senal tiros
147,9.825105,lenis carte
148,9.825105,carte lenis
149,9.824667,surat laine
150,9.824667,laine surat
151,9.824658,teian larus
152,9.824658,larus teian
153,9.824304,soter laine
154,9.824304,laine soter
155,9.824246,sonar aliet
156,9.824246,aliet sonar
157,9.823879,seron aliet
158,9.823879,aliet seron
159,9.823321,silen carte
160,9.823321,carte silen
161,9.823244,solen arite
162,9.823244,arite solen
163,9.823182,tarsi solen
164,9.823182,solen tarsi
165,9.822769,ratos linea
166,9.822769,linea ratos
167,9.821881,soter nails
168,9.821881,nails soter
169,9.821604,teian lures
170,9.821604,lures teian
171,9.820969,terai salon
172,9.820969,salon terai
173,9.820034,tiros laine
174,9.820034,laine tiros
175,9.818896,saint cores
176,9.818896,cores saint
177,9.818763,saint lures
178,9.818763,lures saint
179,9.818364,telia roans
180,9.818364,roans telia
181,9.818308,sinal carte
182,9.818308,carte sinal
183,9.815580,tails snore
184,9.815580,snore tails
185,9.815312,silen rotas
186,9.815312,rotas silen
187,9.814455,lites aeron
188,9.814455,aeron lites
189,9.813778,tenia solar
190,9.813778,telia sonar
191,9.813778,sonar telia
192,9.813778,solar tenia
193,9.812969,torse nails
194,9.812969,nails torse
195,9.812235,serin lotas
196,9.812235,lotas serin
197,9.812011,toles marie
198,9.812011,marie toles
199,9.811541,solen artie
200,9.811541,artie solen
201,9.811391,linea carts
202,9.811391,carts linea
203,9.809084,tenia larus
204,9.809084,larus tenia
205,9.809013,teian cores
206,9.809013,cores teian
207,9.807253,rotas alien
208,9.807253,alien rotas
209,9.806907,telia cores
210,9.806907,cores telia
211,9.806692,tenia lures
212,9.806692,lures tenia
213,9.806363,sanit mores
214,9.806363,mores sanit
215,9.805397,torse sinal
216,9.805397,sinal torse
217,9.804918,salon arite
218,9.804918,arite salon
219,9.804569,roans aliet
220,9.804569,aliet roans
221,9.804339,rotas liane
222,9.804339,liane rotas
223,9.803770,tiros slane
224,9.803770,slane tiros
225,9.803618,marie lotas
226,9.803618,lotas marie
227,9.803615,satin cores
228,9.803615,cores satin
229,9.802785,saint orles
230,9.802785,orles saint
231,9.801768,tones marie
232,9.801768,marie tones
233,9.800963,tared lenis
234,9.800963,lenis tared
235,9.800701,terna alois
236,9.800701,alois terna
237,9.800275,satin orles
238,9.800275,orles satin
239,9.799319,tenia cores
240,9.799319,cores tenia
241,9.799298,salon artie
242,9.799298,artie salon
243,9.799059,lines carte
244,9.799059,carte lines
245,9.799029,tolas reina
246,9.799029,reina tolas
247,9.798420,satin lures
248,9.798420,lures satin
249,9.795854,senit larus
250,9.795854,larus senit
251,9.795434,sinal rotes
252,9.795434,rotes sinal
253,9.795369,rotas linea
254,9.795369,linea rotas
255,9.794809,tones carle
256,9.794809,carle tones
257,9.794483,rotes liane
258,9.794483,liane rotes
259,9.794311,slite aeron
260,9.794311,aeron slite
261,9.790376,tenia orles
262,9.790376,telia ornes
263,9.790376,ornes telia
264,9.790376,orles tenia
265,9.790166,surat lines
266,9.790166,lines surat
267,9.788942,sonar lites
268,9.788942,lites sonar
269,9.788631,solen retia
270,9.788631,retia solen
271,9.785960,litas aeron
272,9.785960,aeron litas
273,9.785455,tiers salon
274,9.785455,salon tiers
275,9.784121,telos marie
276,9.784121,marie telos
277,9.780256,saint mores
278,9.780256,mores saint
279,9.780193,solen carts
280,9.780193,carts solen
281,9.778907,tared sinal
282,9.778907,sinal tared
283,9.778648,teian orles
284,9.778648,orles teian
285,9.778230,surat alien
286,9.778230,alien surat
287,9.778110,surat linea
288,9.778110,linea surat
289,9.775463,tolas sired
290,9.775463,sired tolas
291,9.774842,sanit pores
292,9.774842,pores sanit
293,9.771991,oater lenis
294,9.771991,lenis oater
295,9.771308,roset nails
296,9.771308,nails roset
297,9.768853,seron litas
298,9.768853,litas seron
299,9.768159,ratos liane
300,9.768159,liane ratos
301,9.768144,solen carte
302,9.768144,carte solen
303,9.767971,ratos alien
304,9.767971,alien ratos
305,9.767879,tiros saned
306,9.767879,saned tiros
307,9.767786,salon retia
308,9.767786,retia salon
309,9.767640,teian mores
310,9.767640,mores teian
311,9.765812,telia mores
312,9.765812,mores telia
313,9.765719,soter liane
314,9.765719,liane soter
315,9.764295,surat lenis
316,9.764295,lenis surat
317,9.763959,tiros alien
318,9.763959,alien tiros
319,9.763831,caret alois
320,9.763831,alois caret
321,9.763635,slait aeron
322,9.763635,aeron slait
323,9.763236,telia snore
324,9.763236,snore telia
325,9.762268,torse linea
326,9.762268,linea torse
327,9.762163,sorel sanit
328,9.762163,sanit sorel
329,9.760583,satin mores
330,9.760583,mores satin
331,9.757733,liane carts
332,9.757733,carts liane
333,9.755534,senor aliet
334,9.755534,aliet senor
335,9.754803,tenia mores
336,9.754803,mores tenia
337,9.753716,tains lores
338,9.753716,lores tains
339,9.753673,surat liane
340,9.753673,liane surat
341,9.753549,carts alien
342,9.753549,alien carts
343,9.750083,trues laine
344,9.750083,laine trues
345,9.749858,laine cores
346,9.749858,cores laine
347,9.749252,toles naris
348,9.749252,naris toles
349,9.748671,solen maris
350,9.748671,maris solen
351,9.747182,saint pores
352,9.747182,pores saint
353,9.745918,sinal oater
354,9.745918,oater sinal
355,9.745561,slait ornes
356,9.745561,ornes slait
357,9.745225,salon cires
358,9.745225,cires salon
359,9.744262,slait cores
360,9.744262,cores slait
361,9.742917,toles ranis
362,9.742917,ranis toles
363,9.741429,reina lotas
364,9.741429,lotas reina
365,9.738691,tiros salem
366,9.738691,salem tiros
367,9.738544,roset laine
368,9.738544,laine roset
369,9.737792,carte alois
370,9.737792,alois carte
371,9.733747,slite roans
372,9.733747,roans slite
373,9.733067,tiros samen
374,9.733067,samen tiros
375,9.732527,teian pores
376,9.732527,pores teian
377,9.731861,telia pores
378,9.731861,pores telia
379,9.731064,torse alien
380,9.731064,alien torse
381,9.730286,sorel saint
382,9.730286,saint sorel
383,9.730064,solen irate
384,9.730064,irate solen
385,9.729510,solen marie
386,9.729510,marie solen
387,9.727863,tiros lanes
388,9.727863,taros lines
389,9.727863,lines taros
390,9.727863,lanes tiros
391,9.727128,satin pores
392,9.727128,pores satin
393,9.726784,tiros samel
394,9.726784,samel tiros
395,9.726445,tores nails
396,9.726445,nails tores
397,9.726412,toras lines
398,9.726412,tones liras
399,9.726412,liras tones
400,9.726412,lines toras
