rank,entropy_bits,sequence
84,9.923406,solea tairn
85,9.922711,teian lores
86,9.922711,lores teian
87,9.919441,satin lores
88,9.919441,lores satin
89,9.918001,tarie loans
90,9.918001,loans tarie
91,9.916580,toile nares
92,9.916580,nares toile
93,9.915927,tenia lores
94,9.915927,lores tenia
95,9.910816,toils saner
96,9.910816,saner toils
97,9.910523,toras linea
98,9.910523,linea toras
99,9.909057,saint roles
100,9.909057,roles saint
101,9.908684,tores sinal
102,9.908684,tines soral
103,9.908684,soral tines
104,9.908684,sinal tores
105,9.908126,toras alien
106,9.908126,alien toras
107,9.907559,tarie sloan
108,9.907559,sloan tarie
109,9.903926,tains soler
110,9.903926,soler tains
111,9.902969,solen airts
112,9.902969,airts solen
113,9.901539,tarie colas
114,9.901539,colas tarie
115,9.899309,toras liane
116,9.899309,liane toras
117,9.895821,tarie noels
118,9.895821,taels norie
119,9.895821,norie taels
120,9.895821,noels tarie
121,9.895010,tenia sorel
122,9.895010,sorel tenia
123,9.892845,toile saner
124,9.892845,saner toile
125,9.891834,tarin roles
126,9.891834,roles tarin
127,9.890180,telos sarin
128,9.890180,talis seron
129,9.890180,seron talis
130,9.890180,sarin telos
131,9.889967,tairn lores
132,9.889967,lores tairn
133,9.889885,toile sarin
134,9.889885,sarin toile
135,9.887862,tarin aloes
136,9.887862,aloes tarin
137,9.886925,tores liane
138,9.886925,liane tores
139,9.885916,toles larin
140,9.885916,larin toles
141,9.885697,tails seron
142,9.885697,seron tails
143,9.884653,larin aotes
144,9.884653,aotes larin
145,9.883513,tinea soral
146,9.883513,soral tinea
147,9.883174,satin roles
148,9.883174,roles satin
149,9.881762,tones larin
150,9.881762,larin tones
151,9.880824,teian sorel
152,9.880824,sorel teian
153,9.880706,tiles aeron
154,9.880706,aeron tiles
155,9.879202,tries salon
156,9.879202,salon tries
157,9.878817,rotas laine
158,9.878817,laine rotas
159,9.876916,telia saron
160,9.876916,saron telia
161,9.876850,tolas serin
162,9.876850,serin tolas
163,9.875907,tenai lores
164,9.875907,lores tenai
165,9.872990,teian roles
166,9.872990,roles teian
167,9.870581,taros liane
168,9.870581,liane taros
169,9.870439,tires sloan
170,9.870439,sloan tires
171,9.870055,saron lites
172,9.870055,lites saron
173,9.869436,tores slain
174,9.869436,slain tores
175,9.869416,taros sline
176,9.869416,sline taros
177,9.867705,taros alien
178,9.867705,alien taros
179,9.866257,tries solan
180,9.866257,trias solen
181,9.866257,solen trias
182,9.866257,solan tries
183,9.865874,toras aline
184,9.865874,aline toras
185,9.864417,tenia roles
186,9.864417,roles tenia
187,9.864172,toile naris
188,9.864172,tails norie
189,9.864172,norie tails
190,9.864172,naris toile
191,9.863718,toras anile
192,9.863718,anile toras
193,9.862724,tules sarin
194,9.862724,sarin tules
195,9.862417,tairn roles
196,9.862417,roles tairn
197,9.862244,tarin soler
198,9.862244,soler tarin
199,9.860524,talis senor
200,9.860524,senor talis
201,9.860061,siren lotas
202,9.860061,lotas siren
203,9.859813,tains leora
204,9.859813,leora tains
205,9.859565,sanit orles
206,9.859565,orles sanit
207,9.859559,tarin sulea
208,9.859559,sulea tarin
209,9.858985,tines solar
210,9.858985,tiles sonar
211,9.858985,sonar tiles
212,9.858985,solar tines
213,9.858903,tarie coles
214,9.858903,coles tarie
215,9.858628,senit carle
216,9.858628,carle senit
217,9.856432,toile earns
218,9.856432,earns toile
219,9.856195,toile ranis
220,9.856195,ranis toile
221,9.855650,tores aline
222,9.855650,aline tores
223,9.855227,teals norie
224,9.855227,norie teals
225,9.854731,terai solen
226,9.854731,solen terai
227,9.854257,tinea loris
228,9.854257,loris tinea
229,9.853069,toras malie
230,9.853069,tolas marie
231,9.853069,talis morae
232,9.853069,morae talis
233,9.853069,marie tolas
234,9.853069,malie toras
235,9.852896,talis aeron
236,9.852896,aeron talis
237,9.851378,tinea carls
238,9.851378,carls tinea
239,9.850946,toile saron
240,9.850946,saron toile
241,9.850834,tairn sorel
242,9.850834,sorel tairn
243,9.850827,tails senor
244,9.850827,senor tails
245,9.850736,sanit leora
246,9.850736,leora sanit
247,9.850322,tarie cones
248,9.850322,cones tarie
249,9.850213,rotes laine
250,9.850213,laine rotes
251,9.850156,tails aeron
252,9.850156,aeron tails
253,9.849747,tores anile
254,9.849747,anile tores
255,9.849629,toras sline
256,9.849629,sline toras
257,9.849123,sanit cores
258,9.849123,cores sanit
259,9.848331,lenis caret
260,9.848331,caret lenis
261,9.848304,tenia soler
262,9.848304,soler tenia
263,9.848186,talis norse
264,9.848186,norse talis
265,9.847297,saron aliet
266,9.847297,aliet saron
267,9.847191,sanit lures
268,9.847191,lures sanit
269,9.844888,oaten liras
270,9.844888,liras oaten
271,9.844040,talis snore
272,9.844040,snore talis
273,9.843462,taros aline
274,9.843462,aline taros
275,9.842711,talus siren
276,9.842711,siren talus
277,9.842497,toras manie
278,9.842497,manie toras
279,9.841500,tores snail
280,9.841500,snail tores
281,9.841374,tenai sorel
282,9.841374,sorel tenai
283,9.841178,tiles carne
284,9.841178,carne tiles
285,9.840860,toles reina
286,9.840860,reina toles
287,9.840797,slote naris
288,9.840797,naris slote
289,9.840144,tarie doles
290,9.840144,doles tarie
291,9.840112,teian carls
292,9.840112,carls teian
293,9.838273,slote ranis
294,9.838273,ranis slote
295,9.838229,toran riles
296,9.838229,riles toran
297,9.837474,teian soler
298,9.837474,soler teian
299,9.836956,tinea larus
300,9.836956,larus tinea
301,9.836323,sanit morae
302,9.836323,morae sanit
303,9.836083,toile cares
304,9.836083,cares toile
305,9.836082,tines carle
306,9.836082,carle tines
307,9.835911,taros anile
308,9.835911,anile taros
309,9.834951,tenia soral
310,9.834951,soral tenia
311,9.833578,sinal caret
312,9.833578,caret sinal
313,9.832736,tairn aloes
314,9.832736,aloes tairn
315,9.832101,telia carns
316,9.832101,carns telia
317,9.831586,tinea solar
318,9.831586,solar tinea
319,9.830956,tenia carls
320,9.830956,carls tenia
321,9.828775,rotes larin
322,9.828775,larin rotes
323,9.828629,solan arite
324,9.828629,arite solan
325,9.828616,saint leora
326,9.828616,leora saint
327,9.827153,silen carts
328,9.827153,carts silen
329,9.826701,serio laten
330,9.826701,laten serio
331,9.826374,saron alite
332,9.826374,alite saron
333,9.826372,toras maile
334,9.826372,tails morae
335,9.826372,morae tails
336,9.826372,maile toras
337,9.826007,silen ratos
338,9.826007,salon rites
339,9.826007,rites salon
340,9.826007,ratos silen
341,9.825339,tiros senal
342,9.825339,senal tiros
343,9.825105,lenis carte
344,9.825105,carte lenis
345,9.824667,surat laine
346,9.824667,laine surat
347,9.824658,teian larus
348,9.824658,larus teian
349,9.824496,tairn soler
350,9.824496,soler tairn
351,9.824441,tolas carne
352,9.824441,carne tolas
353,9.824304,soter laine
354,9.824304,laine soter
355,9.824246,sonar aliet
356,9.824246,aliet sonar
357,9.824106,santo riles
358,9.824106,riles santo
359,9.823879,seron aliet
360,9.823879,aliet seron
361,9.823321,silen carte
362,9.823321,carte silen
363,9.823244,solen arite
364,9.823244,arite solen
365,9.823182,tarsi solen
366,9.823182,solen tarsi
367,9.822772,tenai roles
368,9.822772,roles tenai
369,9.822769,ratos linea
370,9.822769,linea ratos
371,9.822753,tines leora
372,9.822753,leora tines
373,9.821881,soter nails
374,9.821881,nails soter
375,9.821604,teian lures
376,9.821604,lures teian
377,9.821099,toran lines
378,9.821099,lines toran
379,9.820969,terai salon
380,9.820969,salon terai
381,9.820343,solan artie
382,9.820343,artie solan
383,9.820034,tiros laine
384,9.820034,laine tiros
385,9.819995,toile dares
386,9.819995,dares toile
387,9.818896,saint cores
388,9.818896,cores saint
389,9.818763,saint lures
390,9.818763,lures saint
391,9.818364,telia roans
392,9.818364,roans telia
393,9.818308,sinal carte
394,9.818308,carte sinal
395,9.817270,toils rasen
396,9.817270,rasen toils
397,9.817132,sotie carls
398,9.817132,carls sotie
399,9.817019,toile rants
400,9.817019,rants toile
401,9.816571,senit carls
402,9.816571,carls senit
403,9.816378,soral caite
404,9.816378,caite soral
405,9.815580,tails snore
406,9.815580,snore tails
407,9.815312,solan rites
408,9.815312,silen rotas
409,9.815312,rotas silen
410,9.815312,rites solan
411,9.814936,toran dales
412,9.814936,tolas daren
413,9.814936,daren tolas
414,9.814936,dales toran
415,9.814603,telar canis
416,9.814603,canis telar
417,9.814455,lites aeron
418,9.814455,aeron lites
419,9.813946,talus serin
420,9.813946,serin talus
421,9.813918,terns malie
422,9.813918,malie terns
423,9.813778,tenia solar
424,9.813778,telia sonar
425,9.813778,sonar telia
426,9.813778,solar tenia
427,9.812969,torse nails
428,9.812969,tails norse
429,9.812969,norse tails
430,9.812969,nails torse
431,9.812744,terna dalis
432,9.812744,telia darns
433,9.812744,darns telia
434,9.812744,dalis terna
435,9.812527,solan caret
436,9.812527,caret solan
437,9.812415,toile nears
438,9.812415,nears toile
439,9.812235,serin lotas
440,9.812235,lotas serin
441,9.812011,tores malie
442,9.812011,toles marie
443,9.812011,tarie moles
444,9.812011,moles tarie
445,9.812011,marie toles
446,9.812011,malie tores
447,9.811600,sanit rules
448,9.811600,rules sanit
449,9.811541,solen artie
450,9.811541,artie solen
451,9.811391,linea carts
452,9.811391,carts linea
453,9.811176,serut laine
454,9.811176,laine serut
455,9.810459,lores caite
456,9.810459,caite lores
457,9.810330,tries sloan
458,9.810330,sloan tries
459,9.809638,stoae larin
460,9.809638,larin stoae
461,9.809084,tenia larus
462,9.809084,larus tenia
463,9.809013,teian cores
464,9.809013,cores teian
465,9.808917,tarin orles
466,9.808917,orles tarin
467,9.808417,sotie neral
468,9.808417,setal norie
469,9.808417,norie setal
470,9.808417,neral sotie
471,9.807339,toran saice
472,9.807339,saice toran
473,9.807253,rotas alien
474,9.807253,alien rotas
475,9.806907,toles ceria
476,9.806907,telia cores
477,9.806907,cores telia
478,9.806907,ceria toles
479,9.806898,siren altos
480,9.806898,altos siren
481,9.806775,silen darts
482,9.806775,darts silen
483,9.806740,tiros laten
484,9.806740,laten tiros
485,9.806692,tenia lures
486,9.806692,lures tenia
487,9.806682,sotie carns
488,9.806682,carns sotie
489,9.806363,sanit mores
490,9.806363,mores sanit
491,9.805397,torse sinal
492,9.805397,sinal torse
493,9.804918,salon arite
494,9.804918,arite salon
495,9.804655,tarin slote
496,9.804655,slote tarin
497,9.804616,tains morae
498,9.804616,morae tains
499,9.804569,roans aliet
500,9.804569,aliet roans
501,9.804339,rotas liane
502,9.804339,liane rotas
503,9.803832,toile ceras
504,9.803832,ceras toile
505,9.803770,tiros slane
506,9.803770,slane tiros
507,9.803618,marie lotas
508,9.803618,lotas marie
509,9.803615,satin cores
510,9.803615,sarin cotes
511,9.803615,cotes sarin
512,9.803615,cores satin
513,9.802894,toran sadie
514,9.802894,sadie toran
515,9.802785,saint orles
516,9.802785,orles saint
517,9.802443,toran salue
518,9.802443,salue toran
519,9.802320,sorel antis
520,9.802320,antis sorel
521,9.801768,tores manie
522,9.801768,tones marie
523,9.801768,marie tones
524,9.801768,manie tores
525,9.801558,terai loans
526,9.801558,loans terai
527,9.801526,tairn sulea
528,9.801526,sulea tairn
529,9.801386,litas carne
530,9.801386,carne litas
531,9.801219,sonar alite
532,9.801219,alite sonar
533,9.800963,tared lenis
534,9.800963,lenis tared
535,9.800701,terna alois
536,9.800701,alois terna
537,9.800275,satin orles
538,9.800275,orles satin
539,9.799541,notes larin
540,9.799541,larin notes
541,9.799507,orias laten
542,9.799507,laten orias
543,9.799349,sanit rosel
544,9.799349,rosel sanit
545,9.799319,tones ceria
546,9.799319,tenia cores
547,9.799319,cores tenia
548,9.799319,ceria tones
549,9.799298,salon artie
550,9.799298,artie salon
551,9.799059,lines carte
552,9.799059,carte lines
553,9.799029,tolas reina
554,9.799029,reina tolas
555,9.798954,silen cerat
556,9.798954,cerat silen
557,9.798509,tolas aired
558,9.798509,aired tolas
559,9.798420,satin lures
560,9.798420,lures satin
561,9.798118,solar caite
562,9.798118,caite solar
563,9.797926,sanit loser
564,9.797926,loser sanit
565,9.797375,toran lites
566,9.797375,lites toran
567,9.797219,trois senal
568,9.797219,senal trois
569,9.797128,tinea marls
570,9.797128,marls tinea
571,9.796755,sotie renal
572,9.796755,renal sotie
573,9.796687,soter larin
574,9.796687,larin soter
575,9.796117,tenai soler
576,9.796117,soler tenai
577,9.795856,sotie darns
578,9.795856,darns sotie
579,9.795854,senit larus
580,9.795854,larus senit
581,9.795829,tains rosel
582,9.795829,rosel tains
583,9.795732,tiens carle
584,9.795732,carle tiens
585,9.795634,tarin claes
586,9.795634,claes tarin
587,9.795471,tolas maire
588,9.795471,maire tolas
589,9.795434,sinal rotes
590,9.795434,rotes sinal
591,9.795429,saint morae
592,9.795429,morae saint
593,9.795369,rotas linea
594,9.795369,linea rotas
595,9.795367,solan carte
596,9.795367,carte solan
597,9.795307,nails cerat
598,9.795307,cerat nails
599,9.795161,tains loser
600,9.795161,loser tains
