rank,entropy_bits,sequence
116,11.851270,suine toral capes
117,11.850561,manet doris spale
118,11.850561,doris manet spale
119,11.849036,toran melis cause
120,11.849036,melis toran cause
121,11.848028,manet doris shale
122,11.848028,doris manet shale
123,11.847753,doris canel sheat
124,11.847753,canel doris sheat
125,11.846397,doris canel sutra
126,11.846397,canel doris sutra
127,11.845804,toran miles cause
128,11.845804,miles toran cause
129,11.843337,toral denis cames
130,11.843337,denis toral cames
131,11.843262,doris catel suina
132,11.843262,catel doris suina
133,11.842859,toran deils maces
134,11.842859,deils toran maces
135,11.842852,manet doris sealy
136,11.842852,doris manet sealy
137,11.842594,toral pines sauce
138,11.842594,pines toral sauce
139,11.841829,toral suine paces
140,11.841829,suine toral paces
141,11.840167,toral cines suade
142,11.840167,cines toral suade
143,11.839336,doris catel spane
144,11.839336,catel doris spane
145,11.839304,toran melis cades
146,11.839304,melis toran cades
147,11.839128,doris canel suite
148,11.839128,canel doris suite
149,11.838605,tairn socle dures
150,11.838605,socle tairn dures
151,11.838422,relit donas cause
152,11.838422,donas relit cause
153,11.837519,manet doris ceral
154,11.837519,doris manet ceral
155,11.837519,doris canel merat
156,11.837519,canel doris merat
157,11.837011,tairn coles suade
158,11.837011,coles tairn suade
159,11.834502,toran deils capes
160,11.834502,deils toran capes
161,11.834245,toner salic duras
162,11.834245,salic toner duras
163,11.834157,toran melis daces
164,11.834157,toran delis maces
165,11.834157,melis toran daces
166,11.834157,delis toran maces
167,11.832243,tenla doris maces
168,11.832243,doris tenla maces
169,11.831548,tarin moles suade
170,11.831548,moles tarin suade
171,11.829247,toran plies sauce
172,11.829247,plies toran sauce
173,11.829012,tiler donas cause
174,11.829012,donas tiler cause
175,11.828131,toran miles suade
176,11.828131,miles toran suade
177,11.827895,tenla doris capes
178,11.827895,doris tenla capes
179,11.827145,tiros canel suade
180,11.827145,canel tiros suade
181,11.826474,toils caner suade
182,11.826474,caner toils suade
183,11.826357,doris canel metas
184,11.826357,canel doris metas
185,11.826163,toran deils paces
186,11.826163,deils toran paces
187,11.825908,toile duras canes
188,11.825908,duras toile canes
189,11.825363,toral mines cause
190,11.825363,mines toral cause
191,11.824965,leant doris sauce
192,11.824965,doris leant sauce
193,11.824462,toran delis capes
194,11.824462,delis toran capes
195,11.823836,toral denis maces
196,11.823836,denis toral maces
197,11.823457,loren ditas cause
198,11.823457,ditas loren cause
199,11.822989,toran piles cause
200,11.822989,piles toran cause
201,11.822570,toils denar cames
202,11.822570,denar toils cames
203,11.822495,toran melis suade
204,11.822495,melis toran suade
205,11.819940,tarin cloes suade
206,11.819940,cloes tarin suade
207,11.818292,train doles sauce
208,11.818292,doles train sauce
209,11.817969,tenla doris paces
210,11.817969,doris tenla paces
211,11.817388,toran limes cause
212,11.817388,limes toran cause
213,11.817375,train soled carus
214,11.817375,soled train carus
215,11.816096,toral denis capes
216,11.816096,doris canel tepas
217,11.816096,denis toral capes
218,11.816096,canel doris tepas
219,11.815779,toran delis paces
220,11.815779,delis toran paces
221,11.815772,doris catel suine
222,11.815772,catel doris suine
223,11.812438,toner dials sauce
224,11.812438,dials toner sauce
225,11.812177,larin cotes suade
226,11.812177,cotes larin suade
227,11.812052,doris canel teams
228,11.812052,canel doris teams
229,11.811107,relit donas cames
230,11.811107,donas relit cames
231,11.809101,trois canel suade
232,11.809101,canel trois suade
233,11.807218,toral denis paces
234,11.807218,denis toral paces
235,11.805957,toral pines cause
236,11.805957,pines toral cause
237,11.805910,manet loris suade
238,11.805910,loris manet suade
239,11.805474,doris canel meats
240,11.805474,canel doris meats
241,11.804230,toils paren suade
242,11.804230,paren toils suade
243,11.803730,doris catel urnae
244,11.803730,catel doris urnae
245,11.803511,tairn moles suade
246,11.803511,moles tairn suade
247,11.803062,doris canel teasy
248,11.803062,canel doris teasy
249,11.802404,toral mines suade
250,11.802404,mines toral suade
251,11.801747,doris anlet sauce
252,11.801747,anlet doris sauce
253,11.800974,tarin poles suade
254,11.800974,poles tarin suade
255,11.800106,tomes larin suade
256,11.800106,tamis loren suade
257,11.800106,loren tamis suade
258,11.800106,larin tomes suade
259,11.799689,toils denar maces
260,11.799689,denar toils maces
261,11.798959,train moles sauce
262,11.798959,moles train sauce
263,11.798022,toral suine hades
264,11.798022,suine toral hades
265,11.797556,trine colas dames
266,11.797556,colas trine dames
267,11.796443,doris catel shane
268,11.796443,catel doris shane
269,11.796155,toils denar capes
270,11.796155,denar toils capes
271,11.795896,toran piles suade
272,11.795896,piles toran suade
273,11.795752,train seoul cades
274,11.795752,seoul train cades
275,11.795750,toran limes suade
276,11.795750,limes toran suade
277,11.795670,relit canos suade
278,11.795670,canos relit suade
279,11.794427,doris canel autre
280,11.794427,canel doris autre
281,11.793817,trios canel suade
282,11.793817,canel trios suade
283,11.793771,toran melis capes
284,11.793771,melis toran capes
285,11.793601,toner laics suade
286,11.793601,laics toner suade
287,11.793145,relit donas maces
288,11.793145,donas relit maces
289,11.792053,manet doris socle
290,11.792053,doris manet socle
291,11.791770,reoil cants suade
292,11.791770,cants reoil suade
293,11.791690,tiler canos suade
294,11.791690,canos tiler suade
295,11.790167,manet doris seoul
296,11.790167,doris manet seoul
297,11.789293,leant doris cames
298,11.789293,doris leant cames
299,11.788816,manet doris helas
300,11.788816,doris manet helas
301,11.788689,trine molas cades
302,11.788689,molas trine cades
303,11.787948,train seoul daces
304,11.787948,seoul train daces
305,11.787723,toran melis paces
306,11.787723,melis toran paces
307,11.787512,toner mails suade
308,11.787512,mails toner suade
309,11.787335,toils denar paces
310,11.787335,denar toils paces
311,11.787226,toran plies cause
312,11.787226,plies toran cause
313,11.786594,train socle duras
314,11.786594,socle train duras
315,11.785833,train seoul cames
316,11.785833,seoul train cames
317,11.785376,relit donas capes
318,11.785376,donas relit capes
319,11.785194,leant doris cause
320,11.785194,doris leant cause
321,11.784423,manet doris ceils
322,11.784423,doris manet ceils
323,11.784239,doris canel peats
324,11.784239,canel doris peats
325,11.784121,roils manet suade
326,11.784121,manet roils suade
327,11.783562,tairn cloes suade
328,11.783562,cloes tairn suade
329,11.782809,toile duras manes
330,11.782809,duras toile manes
331,11.782557,train socle dures
332,11.782557,socle train dures
333,11.781928,toner lacis suade
334,11.781928,lacis toner suade
335,11.781126,toran sicel dames
336,11.781126,sicel toran dames
337,11.780877,riots canel suade
338,11.780877,canel riots suade
339,11.780525,motes larin suade
340,11.780525,larin motes suade
341,11.780408,toran sidle carus
342,11.780408,sidle toran carus
343,11.779544,trine molas daces
344,11.779544,molas trine daces
345,11.779480,doris catel means
346,11.779480,catel doris means
347,11.779326,doris canel surat
348,11.779326,canel doris surat
349,11.777888,train doles cause
350,11.777888,doles train cause
351,11.777835,train lodes sauce
352,11.777835,lodes train sauce
353,11.776134,toral pines suade
354,11.776134,pines toral suade
355,11.775886,doris catel nemas
356,11.775886,catel doris nemas
357,11.775711,tarin socle dames
358,11.775711,socle tarin dames
359,11.775281,manet doris peals
360,11.775281,doris manet peals
361,11.775243,toile duras canis
362,11.775243,duras toile canis
363,11.774962,toner dials cause
364,11.774962,dials toner cause
365,11.774610,relit donas paces
366,11.774610,donas relit paces
367,11.774326,manet doris lepas
368,11.774326,doris manet lepas
369,11.773515,doris canel urate
370,11.773515,canel doris urate
371,11.772572,tairn poles suade
372,11.772572,poles tairn suade
373,11.772024,leant doris maces
374,11.772024,doris leant maces
375,11.771456,train seoul dames
376,11.771456,seoul train dames
377,11.770259,manet doris sulea
378,11.770259,doris manet sulea
379,11.770015,doris catel minas
380,11.770015,catel doris minas
381,11.768770,tarin holes suade
382,11.768770,holes tarin suade
383,11.768660,doris canel betas
384,11.768660,canel doris betas
385,11.768255,toner palis suade
386,11.768255,palis toner suade
387,11.768248,tairn coles duras
388,11.768248,coles tairn duras
389,11.767783,tarin socle duras
390,11.767783,socle tarin duras
391,11.767471,train seoul maces
392,11.767471,seoul train maces
393,11.766851,toile duras panes
394,11.766851,duras toile panes
395,11.766304,toran plies suade
396,11.766304,plies toran suade
397,11.765396,train poles sauce
398,11.765396,poles train sauce
399,11.765213,doris anlet cause
400,11.765213,anlet doris cause
401,11.765009,toner pails suade
402,11.765009,pails toner suade
403,11.764630,toran ceils hades
404,11.764630,ceils toran hades
405,11.763103,tapis loren suade
406,11.763103,loren tapis suade
407,11.760673,train socle hades
408,11.760673,socle train hades
409,11.759816,toile duras canos
410,11.759816,toile duras canoe
411,11.759816,duras toile canos
412,11.759816,duras toile canoe
413,11.756824,doris catel peans
414,11.756824,catel doris peans
415,11.756741,train moles cause
416,11.756741,moles train cause
417,11.755720,toile carus saned
418,11.755720,carus toile saned
419,11.755013,manet doris pleas
420,11.755013,doris manet pleas
421,11.754049,doris canel herat
422,11.754049,canel doris herat
423,11.752646,leant doris capes
424,11.752646,doris leant capes
425,11.752526,doris canel getas
426,11.752526,canel doris getas
427,11.752146,toile duras cants
428,11.752146,duras toile cants
429,11.751588,toils caner duras
430,11.751588,caner toils duras
431,11.750072,loren baits suade
432,11.750072,baits loren suade
433,11.749921,toile duras paren
434,11.749921,duras toile paren
435,11.749659,toile carus nemas
436,11.749659,carus toile nemas
437,11.749624,doris canel serut
438,11.749624,canel doris serut
439,11.748981,train seoul capes
440,11.748981,seoul train capes
441,11.748620,train soled cause
442,11.748620,soled train cause
443,11.747200,toile carus deans
444,11.747200,carus toile deans
445,11.745652,toran melis hades
446,11.745652,melis toran hades
447,11.745615,tarin doles sauce
448,11.745615,doles tarin sauce
449,11.745378,doris canel beats
450,11.745378,canel doris beats
451,11.745260,toile duras names
452,11.745260,duras toile names
453,11.744818,leant doris paces
454,11.744818,doris leant paces
455,11.743454,manet doris sural
456,11.743454,doris manet sural
457,11.743292,toils daren sauce
458,11.743292,daren toils sauce
459,11.743236,tarin socle dures
460,11.743236,socle tarin dures
461,11.743031,train soled cames
462,11.743031,soled train cames
463,11.742170,doris canel saute
464,11.742170,canel doris saute
465,11.741951,toner saily duras
466,11.741951,saily toner duras
467,11.741898,manet doris saple
468,11.741898,doris manet saple
469,11.740489,train seoul paces
470,11.740489,seoul train paces
471,11.740453,toile carus denis
472,11.740453,carus toile denis
473,11.740195,manet doris leaps
474,11.740195,doris manet leaps
475,11.739914,manet doris heals
476,11.739914,doris manet heals
477,11.739868,trine molas capes
478,11.739868,molas trine capes
479,11.739244,tunas reoil cades
480,11.739244,reoil tunas cades
481,11.738854,trine coals dames
482,11.738854,toils crane dames
483,11.738854,crane toils dames
484,11.738854,coals trine dames
485,11.738525,tiler donas carus
486,11.738525,donas tiler carus
487,11.738440,tairn socle dames
488,11.738440,socle tairn dames
489,11.737351,toran lieus cades
490,11.737351,lieus toran cades
491,11.736937,manet doris salue
492,11.736937,doris manet salue
493,11.735283,trine molas paces
494,11.735283,molas trine paces
495,11.734879,toile duras manis
496,11.734879,toile duras manie
497,11.734879,duras toile manis
498,11.734879,duras toile manie
499,11.734799,trois canel duras
500,11.734799,canel trois duras
501,11.734632,train lodes cause
502,11.734632,lodes train cause
503,11.734323,toile carus samen
504,11.734323,carus toile samen
505,11.732765,manet doris sicel
506,11.732765,doris manet sicel
507,11.732696,toner bails suade
508,11.732696,bails toner suade
509,11.731976,toils denar carus
510,11.731976,denar toils carus
511,11.729906,tairn moles duras
512,11.729906,moles tairn duras
513,11.729712,toile duras banes
514,11.729712,duras toile banes
515,11.728729,tairn holes suade
516,11.728729,holes tairn suade
517,11.728532,toils rance duras
518,11.728532,toile duras rance
519,11.728532,rance toils duras
520,11.728532,duras toile rance
521,11.728328,train soled maces
522,11.728328,soled train maces
523,11.728282,toner lapis suade
524,11.728282,lapis toner suade
525,11.727710,tunas reoil cames
526,11.727710,reoil tunas cames
527,11.727521,train poles cause
528,11.727521,poles train cause
529,11.726888,tunas reoil daces
530,11.726888,reoil tunas daces
531,11.725784,doris catel tunas
532,11.725784,catel doris tunas
533,11.725144,toran lieus daces
534,11.725144,lieus toran daces
535,11.724963,manet doris alecs
536,11.724963,doris manet alecs
537,11.724920,toile duras acnes
538,11.724920,duras toile acnes
539,11.723532,somet larin duras
540,11.723532,larin somet duras
541,11.723517,tarin moles sauce
542,11.723517,moles tarin sauce
543,11.722561,toner hails suade
544,11.722561,hails toner suade
545,11.722463,trios canel duras
546,11.722463,canel trios duras
547,11.720246,tairn cloes duras
548,11.720246,cloes tairn duras
549,11.719204,doris canel heats
550,11.719204,canel doris heats
551,11.719010,urnae toils cades
552,11.719010,toils urnae cades
553,11.718760,toner laics duras
554,11.718760,laics toner duras
555,11.718728,toile duras means
556,11.718728,duras toile means
557,11.718376,manet doris colas
558,11.718376,doris manet colas
559,11.717746,ornis catel suade
560,11.717746,catel ornis suade
561,11.717670,toile carus means
562,11.717670,carus toile means
563,11.716957,tiler canos duras
564,11.716957,canos tiler duras
565,11.716809,toran lieus cames
566,11.716809,lieus toran cames
567,11.716687,doris catel maine
568,11.716687,catel doris maine
569,11.716676,toran sidle cures
570,11.716676,sidle toran cures
571,11.716428,doris catel beans
572,11.716428,catel doris beans
573,11.715547,doris catel manse
574,11.715547,catel doris manse
575,11.715309,tairn soled cures
576,11.715309,soled tairn cures
577,11.715274,doris catel neaps
578,11.715274,catel doris neaps
579,11.714422,toile carus minas
580,11.714422,carus toile minas
581,11.713747,tirls canoe suade
582,11.713747,canoe tirls suade
583,11.713233,tairn doles sauce
584,11.713233,doles tairn sauce
585,11.712844,toile duras napes
586,11.712844,duras toile napes
587,11.712021,toile duras manse
588,11.712021,duras toile manse
589,11.710895,urnae toils daces
590,11.710895,toils urnae daces
591,11.710349,manet doris sable
592,11.710349,doris manet sable
593,11.710259,toran sidle cause
594,11.710259,sidle toran cause
595,11.709985,toile carus dines
596,11.709985,carus toile dines
597,11.709954,tarin seoul cades
598,11.709954,seoul tarin cades
599,11.709826,toils carne suade
600,11.709826,toile carns suade
601,11.709826,carns toile suade
602,11.709826,carne toils suade
603,11.709740,urnae toils cames
604,11.709740,toils urnae cames
605,11.709154,train doles carus
606,11.709154,doles train carus
607,11.707858,tairn poles duras
608,11.707858,poles tairn duras
609,11.707357,doris catel lunas
610,11.707357,catel doris lunas
611,11.706928,tairn soled carus
612,11.706928,soled tairn carus
613,11.706815,trine molas carus
614,11.706815,molas trine carus
615,11.706491,toner mails duras
616,11.706491,mails toner duras
617,11.706231,doris canel turse
618,11.706231,canel doris turse
619,11.706190,toran sicle dures
620,11.706190,sicle toran dures
621,11.705775,roils manet duras
622,11.705775,manet roils duras
623,11.705748,doris canel paste
624,11.705748,canel doris paste
625,11.705485,toner lacis duras
626,11.705485,lacis toner duras
627,11.705393,tarin doles cause
628,11.705393,doles tarin cause
629,11.705282,tunas reoil dames
630,11.705282,reoil tunas dames
631,11.704691,roils dante cures
632,11.704691,dante roils cures
633,11.704658,tunas reoil maces
634,11.704658,reoil tunas maces
635,11.704261,tarin seoul daces
636,11.704261,seoul tarin daces
637,11.703286,toran lieus dames
638,11.703286,lieus toran dames
639,11.703148,train soled capes
640,11.703148,soled train capes
641,11.702221,toner dalis sauce
642,11.702221,dalis toner sauce
643,11.702177,manet loris sauce
644,11.702177,loris manet sauce
645,11.701306,trine colas hades
646,11.701306,colas trine hades
647,11.700725,tarin seoul cames
648,11.700725,seoul tarin cames
649,11.699895,tarin lodes sauce
650,11.699895,lodes tarin sauce
651,11.699685,tunas reoil capes
652,11.699685,reoil tunas capes
653,11.699306,toils daren cause
654,11.699306,daren toils cause
655,11.698574,relit donas carus
656,11.698574,donas relit carus
657,11.698376,toils rance dures
658,11.698376,rance toils dures
659,11.698095,toile duras senam
660,11.698095,duras toile senam
661,11.696570,doris catel paine
662,11.696570,catel doris paine
663,11.696407,train soled paces
664,11.696407,soled train paces
665,11.696389,doris canel sault
666,11.696389,canel doris sault
667,11.696077,train coles duras
668,11.696077,coles train duras
669,11.695988,doris catel panse
670,11.695988,catel doris panse
671,11.695473,toils denar cures
672,11.695473,denar toils cures
673,11.695201,toile carus peans
674,11.695201,carus toile peans
675,11.694802,urnae toils dames
676,11.694802,toils urnae dames
677,11.694730,toner palis duras
678,11.694730,palis toner duras
679,11.694611,tarin poles sauce
680,11.694611,poles tarin sauce
681,11.694420,toran sicel hades
682,11.694420,sicel toran hades
683,11.694277,train holes sauce
684,11.694277,holes train sauce
685,11.694037,trine colas dures
686,11.694037,colas trine dures
687,11.693935,toile duras panse
688,11.693935,duras toile panse
689,11.693808,riots canel duras
690,11.693808,canel riots duras
691,11.693157,toile carus manet
692,11.693157,carus toile manet
693,11.692998,sault norie cades
694,11.692998,norie sault cades
695,11.692725,toils paren sauce
696,11.692725,paren toils sauce
697,11.692488,trine molas hades
698,11.692488,molas trine hades
699,11.692375,train seoul hades
700,11.692375,seoul train hades
701,11.692338,laten doris sauce
702,11.692338,larin dotes sauce
703,11.692338,dotes larin sauce
704,11.692338,doris laten sauce
705,11.692226,toner pails duras
706,11.692226,pails toner duras
707,11.691822,toile duras peans
708,11.691822,duras toile peans
709,11.691687,sapit loren duras
710,11.691687,loren sapit duras
711,11.691483,sault norie cames
712,11.691483,norie sault cames
713,11.691311,relit donas cures
714,11.691311,donas relit cures
715,11.691275,toran lieus maces
716,11.691275,lieus toran maces
717,11.691173,tairn seoul cades
718,11.691173,seoul tairn cades
719,11.691143,tomes larin sauce
720,11.691143,tamis loren sauce
721,11.691143,loren tamis sauce
722,11.691143,larin tomes sauce
723,11.691121,toner dials carus
724,11.691121,dials toner carus
725,11.691083,toile duras cines
726,11.691083,duras toile cines
727,11.690736,tairn moles sauce
728,11.690736,moles tairn sauce
729,11.690365,relit canos dures
730,11.690365,canos relit dures
731,11.690183,toile rands cures
732,11.690183,rands toile cures
733,11.690032,urnae toils maces
734,11.690032,toils urnae maces
735,11.689250,sault norie daces
736,11.689250,norie sault daces
737,11.687952,toran lieus capes
738,11.687952,lieus toran capes
739,11.687901,doris canel teaks
740,11.687901,canel doris teaks
741,11.687668,tunas reoil paces
742,11.687668,reoil tunas paces
743,11.687315,toran miles cades
744,11.687315,miles toran cades
745,11.685792,trine molas sauce
746,11.685792,molas trine sauce
747,11.684625,tairn seoul daces
748,11.684625,seoul tairn daces
749,11.684527,tarin seoul dames
750,11.684527,seoul tarin dames
751,11.683124,doris canel keats
752,11.683124,canel doris keats
753,11.682432,tarin seoul maces
754,11.682432,seoul tarin maces
755,11.682089,doris canel strue
756,11.682089,canel doris strue
757,11.681798,toile duras cames
758,11.681798,duras toile cames
759,11.681084,doris canel saunt
760,11.681084,canel doris saunt
761,11.681025,tarin moles cause
762,11.681025,moles tarin cause
763,11.680650,train moles carus
764,11.680650,moles train carus
765,11.680641,trine molas cures
766,11.680641,molas trine cures
767,11.680115,relit canos duras
768,11.680115,canos relit duras
769,11.679629,toile carus mines
770,11.679629,carus toile mines
771,11.679274,tarin socle hades
772,11.679274,socle tarin hades
773,11.679263,toral dines cames
774,11.679263,toral cines dames
775,11.679263,dines toral cames
776,11.679263,cines toral dames
777,11.678562,toile carus andes
778,11.678562,carus toile andes
779,11.678484,toner mails sauce
780,11.678484,mails toner sauce
781,11.677901,tairn seoul cames
782,11.677901,seoul tairn cames
783,11.677730,saith loren duras
784,11.677730,loren saith duras
785,11.677650,sault norie dames
786,11.677650,norie sault dames
787,11.677086,toran miles daces
788,11.677086,miles toran daces
789,11.676934,tarin soled cause
790,11.676934,soled tarin cause
791,11.675188,toile carus diane
792,11.675188,carus toile diane
793,11.674882,reoil cants dures
794,11.674882,cants reoil dures
795,11.674662,roils manet sauce
796,11.674662,manet roils sauce
797,11.673469,trine coals duras
798,11.673469,toils crane duras
799,11.673469,toile duras crane
800,11.673469,duras toile crane
